"language","text"
"English","When Jeremy comes home at the end of the day he wants to put his feet up and be nurtured and, as I imagine all the time now, fantasize about girls in leotards at the Harbour Club."
"English","I watched her toying with her champagne glass despondently and wondered what the answer is for we girls."
"English","Talk about grass is always bloody greener."
"English","God, I so much wish I was like you, Bridge, and could just have an affair."
"English","Or have bubble bath, for two hours on Sunday morning."
"English","Or stay out all night with no questions asked."
"English","I thought about my Mum."
"English","Go back to work."
"English","Friday 19 May"
"English","8st 12 1/2(have lost 3lb 8oz literally overnight – must have eatenfood which uses up more calories to eat it than it gives off e.g."
"English","v. chewy Lettuce), alcohol units 4(modest), cigarettes 21 (bad),Instants 4 (not v.g.)."
"English","But then vanity began to get the better of me."
"English","I could hear office noises in the background."
"English","There was a pause."
"English","I could hear her talking to someone in the background."
"English","Remember, I gave you the gift of life."
"English","Where would you be without me?"
"English","Saturday 20 May"
"English","9st 3 (why?"
"English","By the time we finally got going, with Mother and I sitting opposite each other in semidarkness, it was nearly half past one."
"English","I stared at her incredulously."
"English","I was too livid to speak."
"English","I kicked her back and she jumped and let out a little noise."
"English","she said, handing me a tissue."
"English","At this point there was a loud snort of laughter from the back of the room."
"English","Sunday 21 May"
"English","My mum is not speaking to either of us for humiliating her and exposing her as a fraud in front of her crew."
"English","At least she might leave us alone for a bit now."
"English","So much looking forward to the summer, anyway."
"English","Will be so lovely having a boyfriend when it is warm."
"English","We will be able to go on romantic mini-breaks."
"English","Saturday 3 June"
"English","8st13,alcohol units 5,cigarettes 25, calories 600, minutes spent looking at brochures: long-haul 45, mini-break 87, 1471calls 7 (g.)."
"English","Finding it impossible to concentrate on almost anything in the heat except fantasies about going on mini-breaks with Daniel."
"English","Head is filled with visions of us lying in glades by rivers, me in long white floaty dress, Daniel and I sitting outside ancient Cornish waterside pub sipping pints in matching striped T-shirts and watching the sun set over the sea; Daniel and I eating candlelit dinners in historic country-house-hotel courtyards then retiring to our room to shag all hot summer night."
"English","It is marvellous having a boyfriend."
"English","Sunday 4 June"
"English","9st,alcoholunits 3(g.), cigarettes 13 (g.), Minutesspent looking at brochures:long-haul 30 (g.), mini-break 52,1471 calls 3 (g.)."
"English","Daniel has just gone home."
"English","Bit fed up, actually."
"English","Was really lovely hot Sunday but Daniel did not want to go out or discuss mini-breaks and insisted on spending all afternoon with the curtains drawn, watching the cricket."
"English","Also the party was quite nice last night, but at one point we went over to join Wicksy and a very pretty girl he was talking to."
"English","I did notice, as we approached, that she looked rather defensive."
"English","Quite like leaning out of the window."
"English","Think would like to move to New York: though probably, come to think of it, not v. g. area for mini-breaks."
"English","Unless mini-break actually is to New York, which would be pointless if one were already in New York."
"English","Will just ring Tom then get down to work."
"English","8 p.m. Just going round to Tom for a quick drink."
"English","Just for half an hour."
"English","Tuesday 6 June"
"English","9st 2, alcoholunits 4, cigarettes 3(v.g."
"English","Managed to persuade Perpetua to let me stay at home to work."
"English","Certain she only agreed because she wants to sunbathe too."
"English","Going through all pages one by one imagining Daniel and me being alternately sexual and romantic in all the bedrooms and dining rooms."
"English","Right: am going to, concentrate now."
"English","11.25 a.m. Hmmm, got a bit of a scratchy nail."
"English","I just started having paranoid fantasy for no reason about Daniel having an affair with someone else and thinking up dignified but cutting remarks to make him sorry."
"English","Now why should that be?"
"English","The trouble with trying to go out with people when you get older is that everything becomes so loaded."
"English","When you are partnerless in your thirties, the mild bore of not being in a relationship – no sex, not having anyone to hang out with on Sundays, going home from parties on your own all the time – gets infused with the paranoid notion that the reason you are not in a relationship is your age, you have had your last ever relationship and sexual experience ever, and it is all your fault for being too wild or wilful to settle down in the first bloom of youth."
"English","The whole thing builds up out of all proportion, so finding a relationship seems a dazzling, almost insurmountable goal, and when you do start going out with someone it cannot possibly live up to expectations."
